County,Party,Votes by Party (2012),Percentage by Party (2012),Votes by County (2012),Percentage of NC Votes (2012),Votes by Party (2016),Percentage by Party (2016),Votes by County (2016),Percentage of NC Votes (2016)
ROBESON,DEM,24988,0.5833683522435449,42834,0.009532857914482025,19016,0.4685936768438432,40581,0.008667314670232608
ROBESON,LIB,336,0.007844235887379186,42834,0.009532857914482025,803,0.019787585323180798,40581,0.008667314670232608
ROBESON,REP,17510,0.40878741186907597,42834,0.009532857914482025,20762,0.5116187378329761,40581,0.008667314670232608
ROCKINGHAM,DEM,16351,0.38997805762259113,41928,0.009331224416080738,14228,0.33933554341863625,41929,0.008955221330380795
ROCKINGHAM,LIB,350,0.008347643579469566,41928,0.009331224416080738,871,0.020773211858141145,41929,0.008955221330380795
ROCKINGHAM,REP,25227,0.6016742987979393,41928,0.009331224416080738,26830,0.6398912447232226,41929,0.008955221330380795
ROWAN,DEM,22650,0.3648518041237113,62080,0.01381612315756278,19400,0.3044235567341943,63727,0.013610851432688042
ROWAN,LIB,655,0.01055090206185567,62080,0.01381612315756278,1517,0.02380466678174086,63727,0.013610851432688042
ROWAN,REP,38775,0.624597293814433,62080,0.01381612315756278,42810,0.6717717764840648,63727,0.013610851432688042
RUTHERFORD,DEM,9374,0.3274416655023054,28628,0.006371262463832269,7512,0.250341586963042,30007,0.006408913316815009
RUTHERFORD,LIB,300,0.010479251082855945,28628,0.006371262463832269,624,0.020795147798846936,30007,0.006408913316815009
RUTHERFORD,REP,18954,0.6620790834148386,28628,0.006371262463832269,21871,0.7288632652381111,30007,0.006408913316815009
SAMPSON,DEM,11566,0.4424805845671219,26139,0.0058173267270543415,10547,0.4091473349367678,25778,0.005505680923813021
SAMPSON,LIB,151,0.005776808600175982,26139,0.0058173267270543415,393,0.01524555822794631,25778,0.005505680923813021
SAMPSON,REP,14422,0.551742606832702,26139,0.0058173267270543415,14838,0.5756071068352859,25778,0.005505680923813021
SCOTLAND,DEM,8215,0.5810992431208885,14137,0.0031462392570629034,7319,0.529250126545665,13829,0.002953606233819934
SCOTLAND,LIB,91,0.006437009266463889,14137,0.0031462392570629034,254,0.018367199363656085,13829,0.002953606233819934
SCOTLAND,REP,5831,0.41246374761264765,14137,0.0031462392570629034,6256,0.452382674090679,13829,0.002953606233819934
STANLY,DEM,8431,0.29445045926029406,28633,0.006372375231483491,7094,0.2386784200255703,29722,0.006348042843415726
STANLY,LIB,298,0.010407571683023085,28633,0.006372375231483491,664,0.022340353946571564,29722,0.006348042843415726
STANLY,REP,19904,0.6951419690566828,28633,0.006372375231483491,21964,0.7389812260278582,29722,0.006348042843415726
STOKES,DEM,6018,0.27937421661018524,21541,0.0047940255949913,4665,0.20870615604867573,22352,0.004773953759371116
STOKES,LIB,286,0.013277006638503319,21541,0.0047940255949913,571,0.025545812455261274,22352,0.004773953759371116
STOKES,REP,15237,0.7073487767513115,21541,0.0047940255949913,17116,0.765748031496063,22352,0.004773953759371116
SURRY,DEM,9112,0.3101218433054251,29382,0.006539067825636431,7488,0.23474826007900182,31898,0.006812794247334461
SURRY,LIB,347,0.011809951671091144,29382,0.006539067825636431,739,0.023167596714527557,31898,0.006812794247334461
SURRY,REP,19923,0.6780682050234837,29382,0.006539067825636431,23671,0.7420841432064706,31898,0.006812794247334461
SWAIN,DEM,2618,0.4588957055214724,5705,0.0012696678900434224,2196,0.3659390101649725,6001,0.0012816972311196343
SWAIN,LIB,111,0.019456617002629274,5705,0.0012696678900434224,240,0.03999333444425929,6001,0.0012816972311196343
SWAIN,REP,2976,0.5216476774758984,5705,0.0012696678900434224,3565,0.5940676553907682,6001,0.0012816972311196343
TRANSYLVANIA,DEM,6826,0.4093553223388306,16675,0.003711080116822799,6558,0.37331359936244096,17567,0.0037519705480884213
TRANSYLVANIA,LIB,215,0.012893553223388306,16675,0.003711080116822799,489,0.027836283941481188,17567,0.0037519705480884213
TRANSYLVANIA,REP,9634,0.5777511244377811,16675,0.003711080116822799,10520,0.5988501166960779,17567,0.0037519705480884213
TYRRELL,DEM,837,0.47075365579302586,1778,0.0003957001767742691,720,0.4178757980266976,1723,0.0003679993883051375
TYRRELL,LIB,11,0.006186726659167604,1778,0.0003957001767742691,28,0.01625072547881602,1723,0.0003679993883051375
TYRRELL,REP,930,0.5230596175478065,1778,0.0003957001767742691,975,0.5658734764944864,1723,0.0003679993883051375
UNION,DEM,32473,0.3436805452659653,94486,0.02102819285865781,34337,0.3289898535033678,104371,0.02229162168125102
UNION,LIB,906,0.009588722138729548,94486,0.02102819285865781,3327,0.03187667072271033,104371,0.02229162168125102
UNION,REP,61107,0.6467307325953051,94486,0.02102819285865781,66707,0.6391334757739219,104371,0.02229162168125102
VANCE,DEM,13323,0.6396063370139222,20830,0.00463579003498764,12229,0.6159153865525057,19855,0.004240642980150032
VANCE,LIB,78,0.003744599135861738,20830,0.00463579003498764,294,0.014807353311508436,19855,0.004240642980150032
VANCE,REP,7429,0.35664906385021605,20830,0.00463579003498764,7332,0.3692772601359859,19855,0.004240642980150032
WAKE,DEM,267262,0.551022722352684,485029,0.10794491622083631,302736,0.5841189477461902,518278,0.11069413056994198
WAKE,LIB,6171,0.012722950586459779,485029,0.10794491622083631,19460,0.037547416637403096,518278,0.11069413056994198
WAKE,REP,211596,0.43625432706085615,485029,0.10794491622083631,196082,0.37833363561640665,518278,0.11069413056994198
WARREN,DEM,6978,0.687419958624766,10151,0.0022591408855093392,6413,0.6561956410518777,9773,0.002087323286074352
WARREN,LIB,33,0.0032509112402718944,10151,0.0022591408855093392,146,0.014939117978102937,9773,0.002087323286074352
WARREN,REP,3140,0.30932913013496205,10151,0.0022591408855093392,3214,0.32886524097001946,9773,0.002087323286074352
WASHINGTON,DEM,3833,0.5910562837316885,6485,0.0014432596436339342,3510,0.5717543573871966,6139,0.0013111713550813923
WASHINGTON,LIB,30,0.004626060138781804,6485,0.0014432596436339342,65,0.010588043655318456,6139,0.0013111713550813923
WASHINGTON,REP,2622,0.4043176561295297,6485,0.0014432596436339342,2564,0.41765759895748494,6139,0.0013111713550813923
WATAUGA,DEM,13002,0.47304082078148874,27486,0.006117106332293341,14138,0.48465942202872714,29171,0.006230359928177113
WATAUGA,LIB,623,0.022666084552135632,27486,0.006117106332293341,1336,0.045798909876246956,29171,0.006230359928177113
WATAUGA,REP,13861,0.5042930946663756,27486,0.006117106332293341,13697,0.4695416680950259,29171,0.006230359928177113
WAYNE,DEM,23314,0.45487181488274087,51254,0.011406758639138575,21770,0.4330356254848527,50273,0.010737337927025059
WAYNE,LIB,299,0.005833691028992859,51254,0.011406758639138575,963,0.019155411453464086,50273,0.010737337927025059
WAYNE,REP,27641,0.5392944940882662,51254,0.011406758639138575,27540,0.5478089630616833,50273,0.010737337927025059
WILKES,DEM,8148,0.28077188146106136,29020,0.006458503447688013,6638,0.21387376357251023,31037,0.006628901343486101
WILKES,LIB,357,0.012301860785665059,29020,0.006458503447688013,647,0.02084608692850469,31037,0.006628901343486101
WILKES,REP,20515,0.7069262577532736,29020,0.006458503447688013,23752,0.765280149498985,31037,0.006628901343486101
WILSON,DEM,20875,0.5342837398582069,39071,0.008695388980172929,19663,0.5193470853912997,37861,0.00808637541533419
WILSON,LIB,242,0.006193852217757416,39071,0.008695388980172929,667,0.01761707297747022,37861,0.00808637541533419
WILSON,REP,17954,0.4595224079240357,39071,0.008695388980172929,17531,0.46303584163123,37861,0.00808637541533419
YADKIN,DEM,3957,0.2360133603721818,16766,0.0037313324880750257,3160,0.18121344190847574,17438,0.00372441864960243
YADKIN,LIB,231,0.013777883812477633,16766,0.0037313324880750257,398,0.022823718316320678,17438,0.00372441864960243
YADKIN,REP,12578,0.7502087558153405,16766,0.0037313324880750257,13880,0.7959628397752035,17438,0.00372441864960243
YANCEY,DEM,3981,0.42355569741461857,9399,0.0020917806307656664,3196,0.32473074578337735,9842,0.002102060348055231
YANCEY,LIB,140,0.01489520161719332,9399,0.0020917806307656664,261,0.02651900020321073,9842,0.002102060348055231
YANCEY,REP,5278,0.5615491009681881,9399,0.0020917806307656664,6385,0.6487502540134119,9842,0.002102060348055231
