CO_NAME,CO_ABBR,Latitude,Longitude,Start_Yr_Pop,End_Yr_Pop,Perc_Change,Abs_Change,High_Growth
BRUNSWICK,BRUN,34.03898747,-78.22732871,112409,137103,21.96799189,24694,TRUE
PENDER,PEND,34.51509479,-77.88844384,54070,62168,14.97688182,8098,TRUE
